tipe_iphone,kapasitas_storage,battery_health,garansi_status,sinyal_status,bluetooth_status,biometrik_status,part_status,kamera_status,beli_di,icloud_status,jangka_pakai,skor_persen,label_kelayakan
3,64,64,1,0,0,0,3,1,1,0,1,35,0
3,64,55,0,0,0,2,2,0,0,1,0,10,0
3,128,61,2,2,0,0,0,1,1,0,0,10,0
2,128,68,1,1,1,1,2,2,0,2,1,10,0
0,64,81,0,1,2,0,1,2,0,0,1,60,1
2,64,60,1,1,0,0,2,2,0,1,0,10,0
3,128,87,0,0,0,0,0,1,1,0,0,75,2
2,256,82,2,2,1,1,2,2,0,0,1,10,0
3,64,51,1,0,0,2,1,1,0,0,0,40,0
4,64,64,1,3,2,0,0,0,1,0,1,15,0
0,64,85,0,3,2,1,3,0,0,1,0,10,0
4,128,54,0,3,1,0,2,0,1,2,0,10,0
1,512,64,2,2,1,0,3,1,0,2,1,10,0
2,64,92,0,0,2,1,3,2,0,0,0,15,0
1,64,59,0,1,2,0,0,2,0,2,1,10,0
2,64,66,0,3,2,1,3,1,1,1,1,10,0
4,512,83,2,3,1,2,3,0,0,1,0,10,0
3,512,73,2,0,2,0,2,0,1,2,1,10,0
3,64,59,1,1,2,1,0,1,0,2,0,10,0
2,64,79,2,2,2,0,1,2,1,1,1,10,0
3,256,52,0,3,0,0,1,2,1,0,1,25,0
4,512,100,1,3,1,0,0,2,0,0,1,30,0
3,256,86,2,3,1,1,3,2,0,1,0,10,0
4,64,52,2,1,1,1,2,0,0,2,1,10,0
1,64,89,0,3,1,1,3,2,0,2,0,10,0
4,64,54,0,1,0,2,1,1,0,2,1,10,0
0,64,77,2,3,0,0,2,2,1,2,1,10,0
0,128,93,1,3,0,1,0,0,1,2,1,10,0
0,128,63,0,1,0,0,3,2,1,2,0,10,0
2,128,88,2,1,0,0,3,2,1,2,1,10,0
2,256,60,2,2,1,0,2,1,0,2,0,10,0
2,512,57,0,0,1,1,3,2,1,0,1,10,0
4,64,86,1,3,1,2,0,2,1,0,1,10,0
2,512,57,1,3,0,2,2,1,0,2,0,10,0
1,128,61,1,0,2,2,0,1,1,2,0,10,0
0,64,64,0,0,1,2,0,1,1,0,0,10,0
4,64,68,0,0,1,1,0,1,0,1,1,10,0
0,256,97,0,3,2,2,0,0,1,0,1,10,0
2,512,95,1,3,0,2,3,2,1,2,1,10,0
4,256,77,1,3,2,1,2,2,1,0,0,10,0
3,128,56,0,1,2,1,3,0,0,2,1,10,0
1,512,89,0,2,1,0,1,1,0,0,0,30,0
2,128,56,0,2,1,0,0,2,0,0,1,10,0
2,256,79,1,0,0,2,0,1,1,0,0,50,1
1,256,67,2,0,2,0,1,1,1,2,0,10,0
1,64,73,2,3,0,1,1,0,1,1,1,10,0
3,512,55,1,2,2,0,0,0,0,2,0,10,0
2,512,100,0,2,1,0,3,1,1,1,1,10,0
2,64,53,0,1,2,1,3,2,0,1,0,10,0
0,512,52,0,3,0,2,0,1,0,1,0,10,0
4,128,98,0,3,2,0,2,2,0,1,1,10,0
4,128,100,1,2,0,0,1,1,1,1,1,10,0
0,256,96,2,2,2,2,3,1,0,1,0,10,0
4,128,55,2,1,1,0,2,2,1,2,1,10,0
1,512,75,1,1,1,2,0,0,1,2,0,10,0
4,64,93,0,3,0,1,0,0,1,0,1,35,0
4,256,100,2,1,1,1,3,1,1,1,0,10,0
0,64,87,1,2,2,2,3,2,1,2,1,10,0
3,256,60,0,3,2,1,0,0,1,2,0,10,0
4,256,78,2,2,1,1,3,2,1,2,1,10,0
4,64,69,1,3,0,1,3,0,0,2,0,10,0
3,128,59,2,3,2,1,3,2,0,0,0,10,0
0,128,75,2,2,0,1,0,1,0,2,1,10,0
3,128,97,1,3,2,1,1,2,1,0,1,10,0
0,128,76,1,3,0,0,2,1,0,1,0,10,0
1,64,99,2,1,0,0,1,0,0,0,1,85,2
0,512,63,2,2,2,0,0,2,0,2,1,10,0
1,256,85,1,2,2,1,2,0,1,1,1,10,0
1,64,61,0,1,0,0,0,0,0,0,1,80,2
0,128,72,0,3,2,2,1,1,0,0,0,10,0
2,128,70,0,0,1,2,0,2,1,0,0,10,0
0,64,57,0,0,2,2,3,1,1,2,0,10,0
4,256,88,1,2,0,0,3,2,1,1,1,10,0
4,64,58,0,1,2,1,1,0,0,0,1,30,0
2,64,73,2,3,2,2,3,0,1,2,0,10,0
1,512,80,0,1,0,0,1,2,0,1,1,45,0
2,64,74,1,3,2,0,0,0,1,0,0,15,0
4,512,66,0,2,0,1,0,0,1,1,0,10,0
2,256,91,0,2,0,1,1,1,0,2,0,10,0
0,64,78,1,0,0,0,2,0,0,1,0,40,0
2,64,52,0,1,0,1,1,0,1,1,1,10,0
1,128,70,1,2,1,1,2,0,1,1,0,10,0
0,64,57,0,1,1,1,1,2,0,0,1,15,0
3,128,63,1,2,0,1,0,0,0,0,0,25,0
4,128,88,0,3,2,1,3,1,1,0,1,10,0
4,128,65,2,3,1,0,1,1,0,0,1,10,0
2,256,67,2,0,0,2,2,1,0,0,0,10,0
0,512,80,1,2,1,0,3,1,0,0,1,10,0
3,128,60,1,0,0,0,2,0,0,0,1,60,1
0,64,87,1,0,1,0,2,1,0,2,1,10,0
4,64,69,2,2,0,0,2,2,0,2,1,10,0
0,128,95,1,2,1,0,2,2,0,1,0,10,0
3,128,94,0,3,1,1,1,0,1,1,0,10,0
2,64,53,1,0,2,2,3,2,1,2,0,10,0
1,128,69,1,3,1,1,3,2,0,2,0,10,0
0,512,80,0,1,2,2,3,0,0,1,0,10,0
1,512,69,0,1,1,0,3,0,0,2,1,10,0
4,256,60,2,0,0,0,0,1,0,2,0,10,0
2,128,99,0,0,2,0,0,1,0,2,1,20,0
2,256,50,0,2,1,0,1,0,0,1,0,10,0
0,256,93,1,2,2,0,3,2,1,1,1,10,0
2,256,67,2,0,0,0,0,0,0,0,0,65,1
0,128,88,0,0,0,0,3,1,0,1,1,25,0
0,256,93,2,1,0,2,1,0,0,0,0,60,1
1,512,82,0,3,0,0,2,0,0,2,0,10,0
2,256,85,2,1,0,0,1,2,0,0,0,70,1
0,512,67,0,1,2,0,0,0,0,2,0,15,0
1,512,96,1,3,2,2,0,1,0,0,0,10,0
3,128,80,2,0,1,2,0,0,0,2,1,10,0
1,256,84,2,0,1,0,1,2,0,1,0,10,0
1,128,88,0,1,0,1,1,0,1,0,0,65,1
0,512,87,2,1,0,2,1,2,0,0,1,45,0
4,64,64,0,3,2,0,3,0,1,2,0,10,0
4,256,96,2,2,0,2,0,2,0,2,1,10,0
4,128,55,2,2,0,1,1,0,0,1,1,10,0
1,64,57,1,0,0,0,1,0,1,0,1,70,1
0,256,89,1,2,1,2,3,0,1,1,0,10,0
2,256,71,2,0,2,1,0,0,1,1,1,10,0
1,128,50,1,0,1,2,2,0,0,1,0,10,0
1,64,62,2,0,0,2,2,1,0,2,1,10,0
0,128,73,0,3,0,0,0,1,0,1,1,10,0
3,256,70,2,1,1,0,3,0,0,1,0,10,0
1,256,94,2,2,1,2,0,2,1,2,1,10,0
3,512,92,1,3,2,1,2,2,1,2,0,10,0
3,256,53,1,2,0,0,1,1,1,1,0,10,0
4,256,56,0,3,0,2,0,1,1,0,1,10,0
0,64,61,0,2,1,2,2,1,0,0,1,10,0
3,64,62,0,2,2,0,1,2,0,2,1,10,0
0,512,93,2,1,2,0,0,1,1,1,0,10,0
4,512,65,0,2,0,2,3,1,1,0,0,10,0
0,512,55,0,3,0,0,2,1,1,0,0,10,0
1,128,63,1,2,1,2,1,0,1,1,0,10,0
3,128,100,1,1,0,1,1,0,1,0,1,65,1
0,512,97,0,2,1,0,3,1,0,0,1,10,0
2,128,80,0,3,0,0,2,2,0,2,0,10,0
0,256,85,2,2,0,2,1,0,0,0,1,30,0
3,512,86,2,1,0,0,3,1,0,0,0,50,1
4,512,90,1,1,2,1,2,0,1,2,0,10,0
4,128,84,0,1,0,2,3,2,1,0,1,30,0
3,64,59,0,1,0,1,3,1,0,2,0,10,0
1,512,66,0,0,2,1,3,1,1,1,0,10,0
1,128,100,0,1,2,1,3,0,0,0,0,30,0
4,128,91,0,2,0,1,2,1,1,0,0,10,0
4,64,79,2,2,2,2,3,0,0,2,1,10,0
3,512,93,2,2,2,0,3,2,1,0,0,10,0
1,64,56,0,2,2,1,1,0,1,0,0,10,0
4,256,67,2,0,2,1,2,1,0,2,0,10,0
1,64,68,2,0,1,2,2,2,1,0,0,10,0
4,64,64,0,0,0,1,3,2,0,2,0,10,0
0,128,88,2,2,1,1,3,2,0,0,1,10,0
2,64,93,0,3,0,1,0,0,1,1,0,10,0
0,256,71,2,3,2,1,3,2,0,2,1,10,0
4,128,88,0,2,1,0,2,1,1,1,1,10,0
2,256,91,0,1,2,1,1,2,1,1,0,10,0
2,64,79,2,1,2,2,2,2,1,2,1,10,0
4,256,69,2,2,2,0,1,0,1,1,1,10,0
4,256,81,1,1,0,2,3,0,1,0,1,45,0
1,64,91,0,1,2,0,0,1,0,2,1,20,0
4,64,74,0,3,0,0,1,1,1,0,0,25,0
3,128,72,0,2,0,1,2,0,0,1,0,10,0
4,128,54,0,0,2,1,3,2,0,2,0,10,0
3,512,99,2,3,0,2,1,0,1,1,1,10,0
4,128,90,2,2,1,0,0,0,0,0,0,30,0
1,64,79,1,2,0,0,0,0,1,2,0,20,0
3,256,97,0,3,2,1,0,1,0,1,1,10,0
0,256,88,1,1,2,0,3,1,0,2,0,10,0
3,128,76,1,1,1,1,1,1,0,1,0,10,0
1,128,91,1,3,1,1,1,1,0,0,0,10,0
3,64,86,1,2,0,2,3,2,1,2,0,10,0
4,256,56,1,0,0,1,1,1,0,1,1,10,0
4,512,54,2,2,1,1,3,1,1,1,0,10,0
1,512,64,2,0,2,0,0,2,0,0,1,25,0
2,128,100,1,0,2,2,1,2,1,2,0,10,0
4,512,91,2,2,1,2,0,0,0,1,1,10,0
0,64,57,2,2,1,2,3,2,1,0,0,10,0
1,512,58,1,2,2,1,0,2,1,2,0,10,0
3,128,60,2,0,2,2,2,1,1,1,0,10,0
3,64,71,2,1,0,1,3,1,1,1,1,10,0
0,256,83,0,0,1,1,2,1,1,2,0,10,0
4,64,84,1,0,1,1,3,1,1,2,1,10,0
1,128,62,0,0,1,1,0,2,0,1,0,10,0
0,128,60,0,3,2,2,0,1,0,0,1,10,0
4,512,81,1,1,0,2,0,1,1,0,1,50,1
1,512,91,0,0,2,0,2,0,1,0,0,45,0
3,256,64,0,0,1,2,0,2,0,2,0,10,0
1,256,87,2,3,1,0,2,2,1,1,1,10,0
2,128,50,0,0,1,2,2,2,0,0,0,10,0
1,128,95,1,1,1,2,1,0,1,2,1,10,0
2,128,99,2,0,1,2,1,2,1,1,1,10,0
1,256,73,2,1,2,1,1,2,0,1,1,10,0
2,128,92,2,1,0,2,3,1,1,2,0,10,0
3,256,89,1,2,1,2,2,2,0,2,0,10,0
4,128,71,1,3,1,0,0,1,1,0,1,10,0
2,64,52,1,3,1,2,1,0,1,1,1,10,0
2,64,63,0,3,2,1,3,1,1,1,1,10,0
3,128,51,0,2,2,2,2,0,0,1,1,10,0
2,64,81,2,2,1,0,3,0,1,1,0,10,0
0,256,97,2,1,1,2,0,0,0,0,1,35,0
3,512,87,1,3,1,2,1,1,0,1,1,10,0
0,64,82,1,2,1,0,2,0,0,2,0,10,0
3,512,95,0,2,1,2,3,1,0,0,1,10,0
2,64,91,0,2,2,0,1,1,1,1,1,10,0
0,256,55,1,1,1,0,1,1,0,0,0,40,0
2,64,90,1,0,1,1,2,0,0,0,1,30,0
3,64,88,0,2,1,1,1,1,1,0,0,10,0
2,128,74,2,2,2,0,3,1,1,2,1,10,0
0,512,83,2,2,1,1,2,0,1,0,0,10,0
0,512,60,0,3,2,1,2,1,1,1,0,10,0
2,256,95,0,3,0,0,1,0,0,1,0,30,0
1,256,86,2,2,2,2,0,0,0,1,0,10,0
3,512,90,0,1,1,2,0,0,0,0,1,50,1
3,128,56,2,0,2,2,0,1,1,1,0,10,0
2,128,95,2,3,1,1,3,1,1,0,1,10,0
1,512,97,0,0,2,1,2,2,0,0,0,15,0
0,64,71,1,2,2,2,1,2,1,0,0,10,0
4,512,97,1,3,0,0,0,2,0,1,0,15,0
4,64,88,1,0,2,0,1,0,1,0,1,65,1
2,512,59,1,2,0,0,0,2,1,2,0,10,0
1,64,70,1,3,0,1,0,1,1,2,0,10,0
1,128,55,1,2,2,2,1,0,0,0,0,10,0
3,512,98,1,3,2,0,3,0,1,1,0,10,0
0,256,50,0,0,2,2,1,1,1,0,1,10,0
1,64,83,0,0,0,2,1,2,0,0,0,60,1
4,128,63,1,3,1,1,3,2,0,2,1,10,0
0,256,85,0,1,1,0,3,1,0,1,1,10,0
0,128,76,2,2,0,1,1,1,1,1,1,10,0
2,64,58,1,0,0,2,3,2,1,0,0,10,0
1,512,55,2,1,2,2,0,1,0,1,1,10,0
2,128,80,0,3,2,2,3,2,1,0,1,10,0
1,512,66,1,0,1,0,1,1,0,0,0,40,0
3,512,92,2,0,1,0,3,2,1,2,1,10,0
2,128,85,0,2,1,0,2,1,1,1,0,10,0
2,128,70,1,1,2,2,3,0,1,1,1,10,0
4,128,76,1,2,2,2,0,0,0,2,1,10,0
2,512,90,2,3,0,0,2,0,0,1,0,10,0
1,256,77,2,0,2,2,0,1,1,0,1,10,0
4,64,65,2,1,1,2,0,2,0,1,1,10,0
2,256,84,0,2,0,2,2,2,0,1,1,10,0
2,512,85,2,1,2,0,0,2,1,1,0,10,0
3,128,84,2,3,1,1,2,0,1,0,0,10,0
2,128,94,2,0,2,1,0,0,0,1,0,10,0
0,64,68,1,1,0,1,1,2,0,0,1,40,0
4,64,70,2,3,2,0,0,1,1,2,0,10,0
0,256,82,2,3,1,2,2,1,1,0,0,10,0
4,256,72,0,0,0,1,1,2,1,2,1,10,0
3,64,55,0,2,1,1,1,2,1,2,1,10,0
2,512,81,2,0,0,0,3,1,1,0,0,40,0
2,256,71,0,0,2,2,3,2,0,0,0,10,0
2,128,52,0,1,2,2,3,1,0,2,1,10,0
4,128,84,0,1,1,0,1,1,0,2,0,20,0
2,512,65,1,2,2,1,3,0,0,1,0,10,0
0,64,91,2,3,0,2,1,0,0,0,1,30,0
2,256,74,2,1,2,2,3,0,1,2,1,10,0
3,128,66,2,2,2,1,0,2,1,0,1,10,0
0,64,88,0,0,2,0,3,1,1,0,1,30,0
2,256,62,0,3,2,1,2,2,1,2,1,10,0
2,512,77,0,0,2,2,3,2,0,2,0,10,0
1,128,60,1,3,2,0,1,2,0,0,0,10,0
4,512,59,0,1,2,1,2,1,0,1,0,10,0
0,512,88,1,0,2,1,2,0,1,2,1,10,0
1,512,73,2,0,1,0,1,1,0,0,1,25,0
3,256,87,0,3,1,2,2,1,1,1,0,10,0
4,512,73,1,2,2,0,2,2,1,0,0,10,0
0,256,82,1,3,1,0,2,2,0,0,1,10,0
2,256,66,0,1,2,2,3,0,1,2,1,10,0
0,512,93,1,2,2,1,2,1,0,1,0,10,0
2,512,85,0,0,2,0,0,0,0,0,1,75,2
4,64,84,1,0,1,0,0,2,1,1,0,10,0
2,128,55,2,0,0,1,3,2,1,1,1,10,0
3,64,65,2,1,2,2,3,0,1,2,0,10,0
2,128,94,2,0,2,1,0,0,0,0,1,35,0
3,128,77,0,0,0,1,2,1,0,0,0,40,0
4,64,90,2,2,1,0,0,0,0,2,1,10,0
4,64,81,2,1,0,0,1,0,0,2,1,45,0
0,128,75,2,0,2,2,2,1,1,0,0,10,0
3,128,60,0,2,0,0,0,2,1,2,1,10,0
3,128,74,1,0,2,1,0,1,1,0,1,10,0
1,256,80,0,2,1,1,2,2,0,1,0,10,0
1,128,70,0,0,1,2,2,2,0,1,1,10,0
1,512,94,2,1,1,0,2,0,0,2,1,10,0
2,512,100,1,3,2,0,3,0,1,1,0,10,0
1,512,52,2,1,1,2,1,0,1,0,0,10,0
3,64,61,2,2,0,2,3,0,0,1,1,10,0
2,64,100,0,0,1,0,0,0,1,1,1,25,0
4,64,89,0,1,2,2,1,2,0,1,1,10,0
0,128,95,0,0,0,1,3,1,0,0,1,40,0
1,512,90,2,1,0,2,0,0,1,2,1,10,0
4,128,74,1,2,0,1,2,2,0,0,1,10,0
3,256,66,1,3,0,1,0,0,0,2,1,10,0
0,256,87,2,1,2,1,2,1,1,1,0,10,0
4,64,85,1,0,1,0,3,2,1,1,1,10,0
0,256,85,2,0,0,1,0,1,0,1,1,10,0
1,512,68,1,0,1,2,1,0,0,0,0,30,0
3,256,93,2,2,1,1,0,2,1,1,0,10,0
0,64,51,1,2,1,0,2,1,1,0,1,10,0
4,128,66,0,3,1,0,3,0,0,0,0,10,0
1,256,79,0,0,2,0,1,0,0,2,0,35,0
1,512,96,0,3,0,0,1,2,1,2,1,10,0
4,512,59,0,0,0,2,3,0,0,2,0,10,0
4,512,84,2,1,1,0,3,1,0,2,0,10,0
0,128,85,1,1,0,2,0,0,1,0,1,65,1
2,512,82,2,1,1,0,0,1,0,0,1,45,0
1,64,50,0,0,2,0,1,1,1,2,1,10,0
0,64,67,1,1,0,2,0,1,1,2,1,10,0
4,512,53,2,0,1,1,2,1,0,2,1,10,0
0,256,96,0,3,0,2,2,2,1,2,0,10,0
4,512,76,1,2,1,1,0,1,1,2,1,10,0
3,64,74,1,1,0,2,1,2,1,2,1,10,0
4,64,77,0,0,2,1,0,2,0,2,0,10,0
4,64,71,0,0,0,0,3,2,1,1,0,10,0
4,256,91,1,3,2,1,3,0,0,2,0,10,0
2,256,74,0,3,2,1,1,1,1,2,0,10,0
4,256,66,2,2,1,0,1,0,1,0,1,10,0
1,64,93,0,3,1,0,3,1,1,2,1,10,0
1,128,61,0,2,0,1,3,2,1,2,0,10,0
0,512,65,0,2,2,1,2,0,1,2,1,10,0
2,512,86,1,3,1,2,0,0,0,0,1,20,0
0,64,65,1,2,2,0,1,2,0,0,0,10,0
1,256,66,0,1,2,0,3,2,1,1,1,10,0
1,128,80,1,2,2,0,1,2,1,0,0,20,0
3,128,64,0,0,0,2,3,0,0,0,0,35,0
4,256,62,2,0,2,2,1,2,1,1,0,10,0
1,512,89,1,0,2,1,1,0,1,0,0,40,0
0,512,76,0,3,0,2,2,1,0,1,1,10,0
0,128,70,1,0,0,2,2,2,1,1,1,10,0
4,128,51,2,3,1,2,2,0,0,0,1,10,0
4,256,57,2,0,2,0,2,2,1,0,1,10,0
3,512,91,0,2,2,1,2,2,0,1,0,10,0
2,128,56,1,3,0,2,3,0,0,1,1,10,0
0,512,59,2,0,0,2,0,0,0,1,0,10,0
4,128,53,1,2,1,2,3,0,0,1,1,10,0
0,256,92,0,3,0,0,0,2,1,0,0,45,0
4,512,90,2,2,0,1,2,1,1,2,1,10,0
1,128,85,2,2,0,1,1,1,0,1,1,10,0
0,128,84,1,2,0,2,1,2,1,0,0,20,0
1,128,92,2,3,1,1,0,2,1,1,0,10,0
0,128,52,0,3,2,0,0,0,1,2,1,10,0
2,256,67,0,1,2,2,3,1,1,0,0,10,0
3,512,100,2,1,2,1,0,1,0,0,0,20,0
1,512,95,0,1,2,2,3,1,1,2,0,10,0
4,64,92,2,1,2,0,2,0,1,2,0,10,0
2,512,73,2,3,0,2,1,1,1,0,1,10,0
0,64,81,2,1,2,0,1,0,1,2,1,10,0
1,128,83,2,0,0,2,3,2,1,0,0,15,0
0,256,51,1,1,2,2,0,0,0,2,1,10,0
0,256,51,2,0,2,1,3,2,1,1,0,10,0
0,128,59,0,0,0,1,0,1,1,1,1,10,0
3,64,72,1,2,2,0,0,2,1,0,0,10,0
3,128,64,0,2,0,0,0,2,1,0,1,25,0
4,256,61,2,2,1,0,3,2,0,0,0,10,0
1,256,92,0,1,1,1,2,0,1,1,0,10,0
2,512,66,1,3,1,2,1,0,1,1,0,10,0
2,64,67,0,0,2,0,3,0,0,0,0,35,0
2,512,63,1,3,2,2,2,2,1,2,1,10,0
0,256,66,2,3,2,2,1,2,0,0,0,10,0
3,256,64,2,1,2,1,3,2,1,0,0,10,0
1,512,61,0,3,0,1,3,1,1,0,0,10,0
0,512,65,0,3,1,2,2,0,0,2,0,10,0
3,256,81,2,2,0,0,3,1,0,1,1,10,0
3,512,72,2,2,1,1,1,1,0,2,1,10,0
1,512,87,0,0,1,2,2,1,1,1,1,10,0
1,64,83,2,0,0,1,3,2,1,1,1,10,0
1,256,83,1,2,0,2,1,0,1,2,1,10,0
0,128,65,1,1,0,1,3,1,0,1,1,10,0
4,64,83,0,1,1,0,2,0,0,2,0,15,0
1,128,89,0,0,0,0,3,0,1,1,1,30,0
4,512,56,2,2,2,1,1,2,1,0,1,10,0
0,512,82,2,1,0,1,0,1,0,1,1,10,0
4,128,53,1,3,1,1,3,2,0,2,1,10,0
2,512,92,0,0,1,0,3,0,1,1,0,10,0
4,512,56,0,0,0,1,1,1,1,0,0,30,0
1,64,67,0,3,0,0,1,0,1,2,1,10,0
0,128,53,0,3,1,1,2,0,1,0,0,10,0
1,64,98,1,0,1,1,0,2,0,0,0,35,0
2,128,60,1,3,0,2,2,1,1,0,0,10,0
1,64,92,0,1,2,0,1,2,0,2,0,20,0
1,256,69,1,0,2,1,1,2,1,1,1,10,0
1,256,60,0,1,2,0,1,0,1,0,0,45,0
3,128,64,1,0,1,2,1,1,1,2,1,10,0
2,256,95,2,1,2,0,2,1,0,1,1,10,0
1,64,66,1,2,2,0,0,1,1,1,0,10,0
1,128,83,0,1,0,0,1,2,0,2,0,45,0
1,256,99,2,3,0,0,2,2,1,2,1,10,0
0,256,97,0,2,2,0,2,2,1,1,1,10,0
3,128,61,2,0,1,0,2,0,0,1,1,10,0
0,256,91,2,1,2,0,2,2,1,0,1,15,0
3,256,77,1,0,0,1,2,1,0,1,0,10,0
1,128,97,1,2,0,1,1,0,0,0,1,45,0
2,256,84,2,3,0,0,1,1,0,0,1,40,0
4,256,57,2,3,2,0,0,2,1,1,0,10,0
4,256,76,2,3,1,1,0,1,1,2,0,10,0
1,256,71,0,0,2,2,0,0,0,1,1,10,0
0,512,73,1,3,0,1,0,2,1,0,0,10,0
2,128,51,0,3,0,2,3,0,1,1,1,10,0
3,512,80,1,0,0,0,2,2,1,1,0,15,0
1,512,71,0,0,0,0,2,0,0,2,1,20,0
2,64,50,1,2,2,1,2,0,0,0,1,10,0
2,512,63,2,3,2,1,3,1,1,0,1,10,0
3,512,74,2,2,1,1,2,2,0,0,1,10,0
2,64,85,1,1,0,0,2,2,1,0,0,55,1
0,256,85,2,1,2,1,2,2,1,2,0,10,0
0,256,90,2,1,2,1,2,0,1,2,1,10,0
0,512,52,0,1,0,2,2,1,1,0,0,10,0
2,64,54,1,0,2,0,0,1,1,1,1,10,0
0,256,50,2,2,0,0,3,2,1,0,0,10,0
3,64,68,1,2,1,0,1,2,0,1,1,10,0
2,128,82,0,0,0,1,0,0,1,0,1,65,1
4,128,91,1,1,0,0,3,0,0,2,0,40,0
2,128,79,0,2,2,1,2,0,0,2,1,10,0
3,128,61,0,3,1,2,3,1,1,0,0,10,0
4,512,59,0,0,1,0,2,0,0,1,1,10,0
2,128,83,2,0,2,2,2,0,1,1,0,10,0
0,128,65,0,3,1,2,3,0,0,1,0,10,0
1,64,89,1,1,1,0,1,2,1,2,1,10,0
1,256,95,1,1,0,0,2,0,1,1,1,30,0
0,64,78,2,2,2,1,2,2,0,1,1,10,0
1,512,64,2,3,1,2,0,1,1,1,1,10,0
1,128,97,0,2,1,2,3,1,1,2,0,10,0
0,256,60,0,1,1,1,3,2,0,0,1,10,0
0,256,93,0,2,0,0,3,2,1,2,0,10,0
2,128,83,2,3,0,2,0,0,0,2,0,10,0
2,128,85,2,3,2,1,3,0,1,0,0,10,0
0,512,79,1,3,2,2,3,1,1,0,1,10,0
3,512,84,0,1,0,2,2,1,0,1,0,10,0
1,128,58,0,0,2,1,1,1,1,1,0,10,0
2,128,67,1,0,2,2,1,1,0,0,1,15,0
1,128,68,1,0,2,1,0,0,0,1,0,10,0
4,128,88,1,2,0,1,3,0,0,0,0,25,0
0,256,53,1,3,0,2,0,1,1,1,1,10,0
3,512,55,0,1,1,2,1,0,0,2,1,10,0
4,128,100,2,0,1,0,0,0,0,1,0,20,0
4,128,82,0,0,1,0,2,2,1,0,0,30,0
4,256,81,1,2,1,2,2,2,0,0,1,10,0
0,64,65,2,2,2,0,2,1,1,2,0,10,0
2,128,60,0,0,2,0,3,1,0,1,1,10,0
0,256,71,1,3,0,1,2,1,1,0,0,10,0
2,256,85,2,3,2,2,0,1,1,1,1,10,0
4,64,99,2,2,2,0,2,1,1,0,1,10,0
4,512,72,2,2,2,0,3,0,1,1,0,10,0
3,512,75,0,3,1,0,2,2,1,2,1,10,0
2,512,80,1,2,0,2,2,2,1,1,1,10,0
4,128,78,0,2,1,1,3,2,0,1,0,10,0
1,512,54,0,3,2,2,3,0,0,0,0,10,0
3,128,87,0,3,2,1,2,0,1,1,1,10,0
0,128,74,2,1,0,0,1,0,0,0,1,65,1
3,256,83,1,2,1,2,2,2,1,0,0,10,0
1,512,61,0,2,2,1,0,2,0,1,1,10,0
2,512,71,1,1,0,0,3,2,1,0,1,35,0
0,512,58,2,2,2,0,2,2,0,2,1,10,0
0,128,69,0,2,2,2,1,2,0,1,1,10,0
2,128,78,1,0,0,1,2,0,1,2,1,10,0
3,512,93,2,0,0,0,0,0,0,1,1,45,0
4,128,78,0,0,2,0,3,2,1,0,0,30,0
3,128,94,0,1,0,0,0,0,1,2,0,50,1
1,64,76,1,2,2,1,1,2,0,2,0,10,0
4,64,66,1,1,1,1,0,2,0,0,1,15,0
3,512,54,0,1,2,0,0,2,0,1,0,10,0
2,512,94,0,2,0,1,3,0,1,1,0,10,0
1,64,62,2,3,1,0,0,1,0,1,1,10,0
1,128,91,2,3,0,0,1,1,0,1,0,10,0
1,128,64,0,2,2,1,1,1,0,2,0,10,0
4,256,64,1,3,0,1,3,1,0,0,0,10,0
0,512,67,1,0,2,2,1,1,0,0,0,15,0
4,512,99,0,2,0,2,1,0,0,2,1,10,0
3,512,51,2,1,0,1,1,2,1,0,1,15,0
0,256,72,0,0,2,1,1,1,0,0,1,15,0
3,256,92,1,1,1,1,1,1,1,0,0,25,0
0,128,62,0,3,2,1,1,1,1,2,0,10,0
4,64,92,0,2,1,0,1,2,0,2,1,10,0
1,64,53,2,0,1,0,2,1,1,0,0,10,0
2,64,96,1,2,1,2,1,0,0,2,1,10,0
1,128,74,1,0,1,1,3,2,1,2,1,10,0
4,64,60,0,0,2,2,2,2,0,2,1,10,0
0,256,99,1,0,2,1,1,2,1,1,0,10,0
1,256,97,1,2,1,1,1,2,0,2,1,10,0
4,512,91,1,0,1,1,3,1,0,1,1,10,0
3,64,61,1,0,1,0,1,1,0,0,0,40,0
2,256,62,2,2,1,2,2,0,1,0,1,10,0
1,512,58,2,1,1,1,2,1,0,0,1,10,0
0,64,94,2,3,1,2,3,2,1,2,0,10,0
3,64,87,2,2,0,2,1,0,0,1,1,10,0
4,256,55,2,2,1,0,3,1,0,2,1,10,0
2,512,92,1,0,0,0,1,2,1,0,1,75,2
0,512,100,0,2,2,1,2,0,0,1,1,10,0
4,256,92,0,2,2,2,1,0,1,2,1,10,0
4,256,59,2,3,1,0,1,1,0,2,0,10,0
1,256,72,1,2,2,2,2,2,1,0,1,10,0
1,64,64,2,0,2,2,2,1,1,2,0,10,0
0,256,94,0,3,1,1,2,0,0,2,1,10,0
4,256,72,1,2,2,2,1,2,0,0,0,10,0
1,128,89,1,0,2,0,3,0,1,1,1,10,0
2,256,86,1,3,1,1,2,0,0,2,0,10,0
2,256,83,0,2,1,1,1,2,1,0,0,10,0
4,64,65,0,0,1,1,3,1,1,2,1,10,0
1,512,94,2,3,0,0,0,0,0,1,0,15,0
0,64,100,2,0,1,1,0,2,1,1,1,10,0
